"PersonID","Name","Gender","BirthYear","DeathYear","BirthPlace","DeathPlace"
916,"Candace","F",,,,
917,"Caphthorim","M",,,,
918,"Carcas","M",,,,
919,"Kareah","M",,,,
920,"Carmi","M",,,,
921,"Carmi","M",,,,
922,"Carshena","M",,,,
923,"Casluhim","M",,,,
924,"Chalcol","M",,,,
925,"Carchemish","M",,,,
926,"Chedorlaomer","M",,,,
927,"Chelal","M",,,,
928,"Chelluh","M",,,,
929,"Chelub","M",,,,
930,"Chelub","M",,,,
931,"Chemosh","M",,,,
932,"Chenaanah","M",,,,
933,"Chenaanah","F",,,,
934,"Chenani","M",,,,
935,"Chenaniah","M",,,,
936,"Chenaniah","M",,,,
937,"Cheran","M",,,,
938,"Chesed","M",,,,
939,"Daniel","M",,,"Hebron",
940,"Chilion","M",,,"Bethlehem",
941,"Chimham","M",,,,
942,"Chislon","M",,,,
943,"Chloe","F",,,,
944,"Chushan-rishathaim","M",,,,
945,"Chuza","M",,,,
946,"Claudia","F",,,,
947,"Claudius","M",,,,
948,"Claudius","M",,,,
949,"Clement","M",,,,
950,"Cleophas","M",,,,
951,"Col-hozeh","M",,,,
952,"Col-hozeh","M",,,,
953,"Conaniah","M",,,,
954,"concubine","F",,,,
955,"Cononiah","M",,,,
956,"Cornelius","M",,,,
957,"Cosam","M",,,,
958,"Coz","M",,,,
959,"Cozbi","F",,,,
960,"Crescens","M",,,,
961,"Crispus","M",,,,
962,"Cush","M",,,,
963,"Cush","M",,,,
964,"Cushi","M",,,,
965,"Cushi","M",,,,
966,"Cushi","M",,,,
967,"Cyrenius","M",,,,
968,"Cyrus","M",,,,
969,"Dagon","M",,,,
970,"Dalaiah","M",,,,
971,"Dalphon","M",,,,
972,"Damaris","F",,,,
973,"Dan","M","Abt 1771 BC",,,
974,"Daniel","M",,,,
975,"Daniel","M",,,,
976,"Dara","M",,,,
977,"Darda","M",,,,
978,"Darius","M",,,,
979,"Darius","M",,,,
980,"Darius","M",,,,
981,"Darkon","M",,,,
982,"Dathan","M",,,,
983,"daughter","F",,,,
984,"daughters","F",,,,
986,"daughter","F",,,,
987,"daughter","F",,,,
988,"daughter","F",,,,
989,"daughter","F",,,,
990,"daughters","F",,,,
991,"Daughter of Sanballat","F",,,,
992,"Daughter of Shechaniah","F",,,,
993,"daughter","F",,,,
994,"David","M","1034 BC","0965 BC",,"Jerusalem"
995,"Debir","M",,,,
996,"Deborah","F",,,,
997,"Deborah","F",,,,
998,"Dedan","M",,,,
999,"Dedan","M",,,,
1000,"Dekar","M",,,,
1001,"Delaiah","M",,,,
1002,"Delaiah","M",,,,
1003,"Delaiah","M",,,,
1004,"Delaiah","M",,,,
1005,"Delilah","F",,,,
1006,"Demas","M",,,,
1007,"Demetrius","M",,,,
1008,"Diana","F",,,,
1009,"Diblaim","M",,,,
1010,"Dibri","M",,,,
1011,"Diklah","M",,,,
1012,"Dinah","F","1771 BC",,,
1013,"Dionysius","M",,,,
1014,"Diotrephes","M",,,,
1015,"Dishan","M",,,,
1016,"Dishon","M",,,,
1017,"Dishon","M",,,,
1018,"Dodanim","M",,,,
1019,"Dodavah","M",,,,
1020,"Dodo","M",,,,
1021,"Dodo","M",,,,
1022,"Dodo","M",,,,
1023,"Doeg","M",,,,
1024,"Drusilla","F",,,,
1025,"Dumah","M",,,,
1026,"Ebal","M",,,,
1027,"Ebed","M",,,,
1028,"Ebed","M",,,,
1029,"Ebed-melech","M",,,,
1030,"Eber","M","2220 BC","1756 BC",,
1031,"Eber","M",,,,
1032,"Eber","M",,,,
1033,"Eden","M",,,,
1034,"Eden","M",,,,
1035,"Eder","M",,,,
1036,"Eglah","F",,,,
1037,"Eglon","M",,,,
1038,"Ehi","M",,,,
1039,"Ehud","M",,,,
1040,"Ehud","M",,,,
1041,"Eker","M",,,,
1042,"Eladah","M",,,,
1043,"Elah","M",,,,
1044,"Elah","M",,,,
1045,"Elah","M",,,,
1046,"Elah","M",,,,
1047,"Elah","M",,,,
1048,"Elah","M",,,,
1049,"Elam","M",,,,
1050,"Elam","M",,,,
1051,"Elam","M",,,,
1052,"Elam","M",,,,
1053,"Elam","M",,,,
1054,"Elam","M",,,,
1055,"Elasah","M",,,,
1056,"Elasah","M",,,,
1057,"Eldaah","M",,,,
1058,"Eldad","M",,,,
1059,"Elead","M",,,,
1060,"Eleasah","M",,,,
1061,"Eleasah","M",,,,
1062,"Eleazar","M",,,,
1063,"Eleazar","M",,,,
1064,"Eleazar","M",,,,
1065,"Eleazar","M",,,,
1066,"Eleazar","M",,,,
1067,"Eleazar","M",,,,
1068,"Eleazar","M",,,,
1069,"Eleazar","M",,,,
1070,"Elhanan","M",,,,
1071,"Elhanan","M",,,,
1072,"Eli","M",,,,
1073,"Eliab","M",,,,
1074,"Eliab","M",,,,
1075,"Eliab","M",,,,
1076,"Eliab","M",,,,
1077,"Eliab","M",,,,
1078,"Eliada","M",,,"Jerusalem",
1079,"Eliada","M",,,,
1080,"Eliadah","M",,,,
1081,"Eliah","M",,,,
1082,"Eliah","M",,,,
1083,"Eliahba","M",,,,
1084,"Eliakim","M",,,,
1085,"Jehoiakim","M","0634 BC","0598 BC","Jerusalem","Jerusalem"
1086,"Eliakim","M",,,,
1087,"Eliakim","M",,,,
1088,"Eliakim","M",,,,
1089,"Eliam","M",,,,
1090,"Eliam","M",,,,
1091,"Eliasaph","M",,,,
1092,"Eliasaph","M",,,,
1093,"Eliashib","M",,,,
1094,"Eliashib","M",,,,
1095,"Eliashib","M",,,,
1096,"Eliashib","M",,,,
1097,"Eliashib","M",,,,
1098,"Eliashib","M",,,,
1099,"Eliashib","M",,,,
1100,"Eliashib","M",,,,
1101,"Eliashib","M",,,,
1102,"Eliathah","M",,,,
1103,"Elidad","M",,,,
1104,"Eliel","M",,,,
1105,"Eliel","M",,,,
1106,"Eliel","M",,,,
1107,"Eliel","M",,,,
1108,"Eliel","M",,,,
1109,"Eliel","M",,,,
1110,"Eliel","M",,,,
1111,"Eliel","M",,,,
1112,"Elienai","M",,,,
1113,"Eliezer","M",,,,
1114,"Eliezer","M",,,"Midian",
1115,"Eliezer","M",,,,
1116,"Eliezer","M",,,,
1117,"Eliezer","M",,,,
1118,"Eliezer","M",,,,
1119,"Eliezer","M",,,,
1120,"Eliezer","M",,,,
1121,"Eliezer","M",,,,
1122,"Eliezer","M",,,,
1123,"Eliezer","M",,,,
1124,"Elihoenai","M",,,,
1125,"Elihoreph","M",,,,
1126,"Elihu","M",,,,
1127,"Elihu","M",,,,
1128,"Elihu","M",,,,
1129,"Elihu","M",,,,
1130,"Elihu","M",,,,
1131,"Elijah","M",,,,
1132,"Elijah","M",,,,
1133,"Elika","M",,,,
1134,"Elimelech","M",,,"Bethlehem",
1135,"Elioenai","M",,,,
1136,"Elioenai","M",,,,
1137,"Elioenai","M",,,,
1138,"Elioenai","M",,,,
1139,"Elioenai","M",,,,
1140,"Elioenai","M",,,,
1141,"Elioenai","M",,,,
1142,"Eliphal","M",,,,
1143,"Eliphalet","M",,,"Jerusalem",
1144,"Eliphaz","M",,,,
1145,"Eliphaz","M",,,,
1146,"Elipheleh","M",,,,
1147,"Eliphelet","M",,,,
1148,"Elpalet","M",,,,
1149,"Eliphelet","M",,,,
1150,"Eliphelet","M",,,,
1151,"Eliphelet","M",,,,
1152,"Elisabeth","F",,,,
1153,"Elisha","M",,,,
1154,"Elishah","M",,,,
1155,"Elishama","M",,,,
1156,"Elishama","M",,,,
1157,"Elishama","M",,,,
1158,"Elishama","M",,,,
1159,"Elishama","M",,,,
1160,"Elishama","M",,,,
1161,"Elishaphat","M",,,,
1162,"Elisheba","F",,,,
1163,"Elishua","M",,,"Jerusalem",
1164,"Eliud","M",,,,
1165,"Elizaphan","M",,,,
1166,"Elizur","M",,,,
1167,"Elkanah","M",,,,
1168,"Elkanah","M",,,,
1169,"Elkanah","M",,,,
1170,"Elkanah","M",,,,
1171,"Elkanah","M",,,,
1172,"Elkanah","M",,,,
1173,"Elkanah","M",,,,
1174,"Elkanah","M",,,,
1175,"Elmodam","M",,,,
1176,"Elnaam","M",,,,
1177,"Elnathan","M",,,,
1178,"Elnathan","M",,,,
1179,"Elnathan","M",,,,
1180,"Elnathan","M",,,,
1181,"Elnathan","M",,,,
1182,"Elon","M",,,,
1183,"Elon","M",,,,
1184,"Elon","M",,,,
1185,"Elpaal","M",,,,
1186,"Eluzai","M",,,,
1187,"Elzabad","M",,,,
1188,"Elzabad","M",,,,
1189,"Elizaphan","M",,,,
1190,"Enan","M",,,,
1191,"Enoch","M",,,,
1192,"Enoch","M","3319 BC","2954 BC",,
1193,"Enos","M","3706 BC","2801 BC",,
1194,"Epaenetus","M",,,,
1195,"Epaphras","M",,,,
1196,"Epaphroditus","M",,,,
1197,"Ephah","F",,,,
1198,"Ephah","F",,,,
1199,"Ephah","F",,,,
1200,"Ephai","M",,,,
1201,"Epher","M",,,,
1202,"Epher","M",,,,
1203,"Epher","M",,,,
1204,"Ephlal","M",,,,
1205,"Ephod","M",,,,
1206,"Ephraim","M","1708 BC",,,
1207,"Ephratah","F",,,,
1208,"Ephron","M",,,,
1209,"Er","M",,,,
1210,"Er","M",,,,
1211,"Er","M",,,,
1212,"Eran","M",,,,
1213,"Erastus","M",,,,
1214,"Eri","M",,,,
1215,"Esar-haddon","M",,,,
1216,"Esau","M","1835 BC",,,
1217,"Eshban","M",,,,
1218,"Eshcol","M",,,,
1219,"Eshtemoa","M",,,,
1220,"Eshton","M",,,,
1221,"Esli","M",,,,
1222,"Ethan","M",,,,
1223,"Ethan","M",,,,
1224,"Jeduthun","M",,,,
1225,"Ethbaal","M",,,,
1226,"Ethnan","M",,,,
1227,"Eubulus","M",,,,
1228,"Eunice","F",,,,
1229,"Euodias","F",,,,
1230,"Eutychus","M",,,,
1231,"Eve","F","3941 BC",,"Eden",
1232,"Evi","M",,,,
1233,"Evil-merodach","M",,,,
1234,"Ezbai","M",,,,
1235,"Ozni","M",,,,
1236,"Ezbon","M",,,,
1237,"Ezekiel","M",,,,
1238,"Ezer","M",,,,
1239,"Ezer","M",,,,
1240,"Ezer","M",,,,
1241,"Ezer","M",,,,
1242,"Ezer","M",,,,
1243,"Ezer","M",,,,
1244,"Ezra","M",,,,
1245,"Ezra","M",,,,
1246,"Ezra","M",,,,
1247,"Ezri","M",,,,
1248,"Father of Barnabas and Mary","M",,,,
1249,"Father of Cononiah and Shimei","M",,,,
1250,"Father of Hilkiah and Shallum","M",,,,
1251,"Father of Hodiah and Naham","M",,,,
1252,"Father of Mamre and Eshcol and Aner","M",,,,
1253,"Father of Martha and Mary and Lazarus","M",,,,
1254,"Father of Nathan and Joel","M",,,,
1255,"Father of Shelomith and Haziel and Haran","M",,,,
1256,"Father of Tahpenes","M",,,,
1257,"Felix","M",,,,
1258,"Fortunatus","M",,,,
1259,"Gaal","M",,,,
1260,"Gabbai","M",,,,
1261,"Gabriel","M",,,,
1262,"Gad","M","Abt 1767 BC",,,
1263,"Gad","M",,,,
1264,"Gaddi","M",,,,
1265,"Gaddiel","M",,,,
1266,"Gadi","M",,,,
1267,"Gaham","M",,,,
1268,"Gahar","M",,,,
1269,"Gaius","M",,,,
1270,"Gaius","M",,,,
1271,"Gaius","M",,,,
1272,"Gaius","M",,,,
1273,"Galal","M",,,,
1274,"Galal","M",,,,
1275,"Gallio","M",,,,
1276,"Gamaliel","M",,,,
1277,"Gamaliel","M",,,,
1278,"Gamul","M",,,,
1279,"Gareb","M",,,,
1280,"Garmite","M",,,,
1281,"Gatam","M",,,,
1282,"Gazez","M",,,,
1283,"Gazez","M",,,,
1284,"Gazzam","M",,,,
1285,"Geber","M",,,,
1286,"Geber","M",,,,
1287,"Gedaliah","M",,,,
1288,"Gedaliah","M",,,,
1289,"Gedaliah","M",,,,
1290,"Gedaliah","M",,,,
1291,"Gedaliah","M",,,,
1292,"Gedor","M",,,,
1293,"Gehazi","M",,,,
1294,"Gemalli","M",,,,
1295,"Gemariah","M",,,,
1296,"Gemariah","M",,,,
1297,"Genubath","M",,,,
1298,"Gera","M",,,,
1299,"Gera","M",,,,
1300,"Gera","M",,,,
1301,"Gera","M",,,,
1302,"Gershom","M","1302 BC",,"Midian",
1303,"Gershom","M",,,,
1304,"Gershom","M",,,,
1305,"Gershon","M",,,,
1306,"Gesham","M",,,,
1307,"Geshem","M",,,,
1308,"Gether","M",,,,
1309,"Geuel","M",,,,
1310,"Gibeon","M",,,,
1311,"Giddalti","M",,,,
1312,"Giddel","M",,,,
1313,"Giddel","M",,,,
1314,"Gideon","M",,,,
1315,"Gideoni","M",,,,
1316,"Gilalai","M",,,,
1317,"Gilead","M",,,,
1318,"Gilead","M",,,,
1319,"Gilead","M",,,,
1320,"Ginath","M",,,,
1321,"Ginnethon","M",,,,
1322,"Girgasite","M",,,,
1323,"Gispa","M",,,,
1324,"God","M",,,,
1325,"Gog","M",,,,
1326,"Gog","M",,,,
1327,"Goliath","M",,,,
1328,"Gomer","M",,,,
1329,"Gomer","M",,,,
1330,"Guni","M",,,,
1331,"Guni","M",,,,
1332,"Haahashtari","M",,,,
1333,"Habaiah","M",,,,
1334,"Habakkuk","M",,,,
1335,"Habaziniah","M",,,,
1336,"Hachaliah","M",,,,
1337,"Hachmoni","M",,,,
1338,"Hadad","M",,,,
1339,"Hadad","M",,,,
1340,"Hadarezer","M",,,,
1341,"Hadar","M",,,,
1342,"Hadad","M",,,,
1343,"Esther","F",,,,
1344,"Hadlai","M",,,,
1345,"Hadoram","M",,,,
1346,"Hagab","M",,,,
1347,"Hagabah","M",,,,
1348,"Hagar","F",,,,
1349,"Haggai","M",,,,
1350,"Haggeri","M",,,,
1351,"Haggi","M",,,,
1352,"Haggiah","M",,,,
1353,"Haggith","F",,,,
1354,"Hakkatan","M",,,,
1355,"Hakkoz","M",,,,
1356,"Hakupha","M",,,,
1357,"Hallohesh","M",,,,
1358,"Halohesh","M",,,,
1359,"Ham","M","2385 BC",,,
1360,"Haman","M",,,,
1361,"Hamathite","M",,,,
1362,"Hammedatha","M",,,,
1363,"Hammelech","M",,,,
1364,"Hammoleketh","F",,,,
1365,"Hamor","M",,,,
1366,"Hamuel","M",,,,
1367,"Hamul","M",,,,
1368,"Hamutal","F",,,,
1369,"Hanameel","M",,,,
1370,"Hanan","M",,,,
1371,"Hanan","M",,,,
1372,"Hanan","M",,,,
1373,"Hanan","M",,,,
1374,"Hanan","M",,,,
1375,"Hanan","M",,,,
1376,"Hanan","M",,,,
1377,"Hanan","M",,,,
1378,"Hanan","M",,,,
1379,"Hanani","M",,,,
1380,"Hanani","M",,,,
1381,"Hanani","M",,,,
1382,"Hanani","M",,,,
1383,"Hanani","M",,,,
1384,"Hananiah","M",,,,
1385,"Hananiah","M",,,,
1386,"Hananiah","M",,,,
1387,"Hananiah","M",,,,
1388,"Hananiah","M",,,,
1389,"Hananiah","M",,,,
1390,"Hananiah","M",,,,
1391,"Hananiah","M",,,,
1392,"Hananiah","M",,,,
1393,"Hananiah","M",,,,
1394,"Hananiah","M",,,,
1395,"Hananiah","M",,,,
1396,"Hananiah","M",,,,
1397,"Hananiah","M",,,,
1398,"Shadrach","M",,,,
1399,"Haniel","M",,,,
1400,"Hannah","F",,,,
1401,"Hanniel","M",,,,
1402,"Henoch","M",,,,
1403,"Hanoch","M",,,,
1404,"Hanun","M",,,,
1405,"Hanun","M",,,,
1406,"Hanun","M",,,,
1407,"Haran","M","Aft 1995 BC","1930 BC",,
1408,"Haran","M",,,,
1409,"Haran","M",,,,
1410,"Harbona","M",,,,
1411,"Harbonah","M",,,,
1412,"Hareph","M",,,,
1413,"Harhaiah","M",,,,
1414,"Hasrah","M",,,,
1415,"Harhur","M",,,,
1416,"Harim","M",,,,
1417,"Harim","M",,,,
1418,"Harim","M",,,,
1419,"Hariph","M",,,,
1420,"Harnepher","M",,,,
1421,"Reaiah","M",,,,
1422,"Harsha","M",,,,
1423,"Harum","M",,,,
1424,"Harumaph","M",,,,
1425,"Haruz","M",,,,
1426,"Hasadiah","M",,,,
1427,"Hasenuah","M",,,,
1428,"Hashabiah","M",,,,
1429,"Hashabiah","M",,,,
1430,"Hashabiah","M",,,,
1431,"Hashabiah","M",,,,
1432,"Hashabiah","M",,,,
1433,"Hashabiah","M",,,,
1434,"Hashabiah","M",,,,
1435,"Hashabiah","M",,,,
1436,"Hashabiah","M",,,,
1437,"Hashabiah","M",,,,
1438,"Hashabnah","M",,,,
1439,"Hashabniah","M",,,,
1440,"Hashabniah","M",,,,
1441,"Hashbadana","M",,,,
1442,"Hashub","M",,,,
1443,"Hashub","M",,,,
1444,"Hashub","M",,,,
1445,"Hashubah","M",,,,
1446,"Hashum","M",,,,
1447,"Hashum","M",,,,
1448,"Hashum","M",,,,
1449,"Hassenaah","M",,,,
1450,"Hasshub","M",,,,
1451,"Hasupha","M",,,,
1452,"Hatach","M",,,,
1453,"Hathath","M",,,,
1454,"Hatipha","M",,,,
1455,"Hatita","M",,,,
1456,"Hattil","M",,,,
1457,"Hattush","M",,,,
1458,"Hattush","M",,,,
1459,"Hattush","M",,,,
1460,"Hattush","M",,,,
1461,"Havilah","M",,,,
1462,"Havilah","M",,,,
1463,"Hazael","M",,,,
1464,"Hazaiah","M",,,,
1465,"Hazarmaveth","M",,,,
1466,"Hazelelponi","F",,,,
1467,"Haziel","M",,,,
1468,"Hazo","M",,,,
1469,"Heber","M",,,,
1470,"Heber","M",,,,
1471,"Heber","M",,,,
1472,"Heber","M",,,,
1473,"Heber","M",,,,
1474,"Heber","M",,,,
1475,"Hebron","M",,,,
1476,"Hebron","M",,,,
1477,"Hegai","M",,,,
1478,"Helah","F",,,,
1479,"Helem","M",,,,
1480,"Heleb","M",,,,
1481,"Helek","M",,,,
1482,"Helez","M",,,,
1483,"Helez","M",,,,
1484,"Heli","M",,,,
1485,"Helkai","M",,,,
1486,"Helon","M",,,,
1487,"Homam","M",,,,
1488,"Heman","M",,,,
1489,"Heman","M",,,,
1490,"Heman","M",,,,
1491,"Hemath","M",,,,
1492,"Hemdan","M",,,,
1493,"Henadad","M",,,,
1494,"Henadad","M",,,,
1495,"Henadad","M",,,,
1496,"Hepher","M",,,,
1497,"Hepher","M",,,,
1498,"Hepher","M",,,,
1499,"Hephzi-bah","F",,,,
1500,"Heresh","M",,,,
1501,"Hermas","M",,,,
1502,"Hermes","M",,,,
1503,"Hermogenes","M",,,,
1504,"Herod","M",,,,
1505,"Herod","M",,,,
1506,"Herod","M",,,,
1507,"Herodias","F",,,,
1508,"Herodion","M",,,,
1509,"Hesed","M",,,,
1510,"Heth","M",,,,
1511,"Hezeki","M",,,,
1512,"Hezekiah","M","0741 BC","0689 BC","Jerusalem","Jerusalem"
1513,"Hezekiah","M",,,,
1514,"Hezekiah","M",,,,
1515,"Hezion","M",,,,
1516,"Hezir","M",,,,
1517,"Hezir","M",,,,
1518,"Hezrai","M",,,,
1519,"Hezron","M",,,,
1520,"Hezron","M",,,,
1521,"Hurai","M",,,,
1522,"Hiel","M",,,,
1523,"Hilkiah","M",,,,
1524,"Hilkiah","M",,,,
1525,"Hilkiah","M",,,,
1526,"Hilkiah","M",,,,
1527,"Hilkiah","M",,,,
1528,"Hilkiah","M",,,,
1529,"Hilkiah","M",,,,
1530,"Hillel","M",,,,
1531,"Hirah","M",,,,
1532,"Hiram","M",,,,
1533,"Hiram","M",,,,
1534,"Hivite","M",,,,
1535,"Hizkiah","M",,,,
1536,"Hizkijah","M",,,,
1537,"Hobab","M",,,,
1538,"Hod","M",,,,
1539,"Hodaiah","M",,,,
1540,"Hodaviah","M",,,,
1541,"Hodaviah","M",,,,
1542,"Hodevah","M",,,,
1543,"Hodesh","F",,,,
1544,"Hodiah","M",,,,
1545,"Hodijah","M",,,,
1546,"Hodijah","M",,,,
1547,"Hodijah","M",,,,
1548,"Hoglah","M",,,,
1549,"Hoham","M",,,,
1550,"Hophni","M",,,,
1551,"Horam","M",,,,
1552,"Hori","M",,,,
1553,"Hori","M",,,,
1554,"Hosah","M",,,,
1555,"Hosea","M",,,,
1556,"Hoshaiah","M",,,,
1557,"Hoshaiah","M",,,,
1558,"Hoshama","M",,,,
1559,"Hoshea","M",,,,
1560,"Hoshea","M",,,,
1561,"Hoshea","M",,,,
1562,"Hotham","M",,,,
1563,"Hothan","M",,,,
1564,"Hothir","M",,,,
1566,"Hul","M",,,,
1567,"Huldah","F",,,,
1568,"Huppah","M",,,,
1569,"Huram","M",,,,
1570,"Huppim","M",,,,
1571,"Hur","M",,,,
1572,"Hur","M",,,,
1573,"Hur","M",,,,
1574,"Hur","M",,,,
1575,"Huram","M",,,,
1576,"Huri","M",,,,
1577,"Hushai","M",,,,
1578,"Husham","M",,,,
1579,"Hushim","M",,,,
1580,"Hushim","M",,,,
1581,"Hushim","M",,,,
1582,"Huz","M",,,,
1583,"Hymenaeus","M",,,,
1584,"Ibhar","M",,,"Jerusalem",
1585,"Ibneiah","M",,,,
1586,"Ibnijah","M",,,,
1587,"Ibri","M",,,,
1588,"Ibzan","M",,,,
1589,"Ichabod's","M",,,,
1590,"Idbash","M",,,,
1591,"Iddo","M",,,,
1592,"Adaiah","M",,,,
1593,"Iddo","M",,,,
1594,"Iddo","M",,,,
1595,"Iddo","M",,,,
1596,"Iddo","M",,,,
1597,"Iddo","M",,,,
1598,"Igal","M",,,,
1599,"Igal","M",,,,
1600,"Igdaliah","M",,,,
1601,"Jeush","M",,,,
1602,"Jeush","M",,,,
1603,"Jeush","M",,,"Jerusalem",
1604,"Jeuz","M",,,,
1605,"Jezebel","F",,,,
1606,"Jezer","M",,,,
1607,"Jeziah","M",,,,
1608,"Jeziel","M",,,,
1609,"Jezliah","M",,,,
1610,"Jezoar","M",,,,
1611,"Jezrahiah","M",,,,
1612,"Jezreel","M",,,,
1613,"Jezreel","M",,,,
1614,"Jibsam","M",,,,
1615,"Jidlaph","M",,,,
1616,"Imnah","M",,,,
1617,"Joab","M",,,,
1618,"Joab","M",,,,
1619,"Joab","M",,,,
1620,"Joab","M",,,,
1621,"Joah","M",,,,
1622,"Ethan","M",,,,
1623,"Joah","M",,,,
1624,"Joah","M",,,,
1625,"Joah","M",,,,
1626,"Joah","M",,,,
1627,"Joahaz","M",,,,
1628,"Joanna","M",,,,
1629,"Joanna","F",,,,
1630,"Joash","M",,,,
1631,"Joash","M",,,,
1632,"Joash","M","0844 BC","0800 BC","Jerusalem","Jerusalem"
1633,"Joash","M",,,,
1634,"Joash","M",,,,
1635,"Joash","M",,,,
1636,"Joash","M",,,,
1637,"Joash","M",,,,
1638,"Jashub","M",,,,
1639,"Job","M",,,,
1640,"Jobab","M",,,,
1641,"Jobab","M",,,,
1642,"Jobab","M",,,,
1643,"Jobab","M",,,,
1644,"Jobab","M",,,,
1645,"Jochebed","F",,,,
1646,"Joed","M",,,,
1647,"Joel","M",,,,
1648,"Joel","M",,,,
1649,"Joel","M",,,,
1650,"Joel","M",,,,
1651,"Joel","M",,,,
1652,"Joel","M",,,,
1653,"Joel","M",,,,
1654,"Joel","M",,,,
1655,"Joel","M",,,,
1656,"Joel","M",,,,
1657,"Joel","M",,,,
1658,"Joel","M",,,,
1659,"Joel","M",,,,
1660,"Joel","M",,,,
1661,"Joelah","F",,,,
1662,"Joezer","M",,,,
1663,"Jogli","M",,,,
1664,"Joha","M",,,,
1665,"Joha","M",,,,
1666,"Johanan","M",,,,
1667,"Johanan","M",,,"Jerusalem",
1668,"Johanan","M",,,,
1669,"Johanan","M",,,,
1670,"Johanan","M",,,,
1671,"Johanan","M",,,,
1672,"Johanan","M",,,,
1673,"Johanan","M",,,,
1674,"Johanan","M",,,,
1675,"Johanan","M",,,,
1676,"John","M",,,,
1677,"John","M",,,,
1678,"John","M",,,,
1679,"Mark","M",,,,
1680,"Joiada","M",,,,
1681,"Joiakim","M",,,,
1682,"Joiarib","M",,,,
1683,"Joiarib","M",,,,
1684,"Jokim","M",,,,
1685,"Jokshan","M",,,,
1686,"Joktan","M",,,,
1687,"Jonas","M",,,,
1688,"Jonadab","M",,,,
1689,"Jonah","M",,,,
1690,"Jonan","M",,,,
1691,"Jonathan","M",,,,
1692,"Jonathan","M",,,,
1693,"Jonathan","M",,,,
1694,"Jonathan","M",,,,
1695,"Jonathan","M",,,,
1696,"Jonathan","M",,,,
1697,"Jonathan","M",,,,
1698,"Johanan","M",,,,
1699,"Jonathan","M",,,,
1700,"Jonathan","M",,,,
1701,"Jonathan","M",,,,
1702,"Jonathan","M",,,,
1703,"Hariph","M",,,,
1704,"Jorai","M",,,,
1705,"Joram","M",,,,
1706,"Joram","M",,,,
1707,"Jorim","M",,,,
1708,"Josabad","M",,,,
1709,"Jose","M",,,,
1710,"Joseph","M",,,,
1711,"Joseph","M",,,,
1712,"Joseph","M",,,,
1713,"Joseph","M",,,,
1714,"Joseph","M",,,,
1715,"Joseph","M","1744 BC","1634 BC",,", , , Egypt"
1716,"Joseph","M",,,,
1717,"Joseph","M",,,,
1718,"Joseph","M",,,,
1719,"Joseph","M",,,,
1720,"Barsabas","M",,,,
1721,"Joses","M",,,,
1722,"Barnabas","M",,,,
1723,"Joshah","M",,,,
1724,"Joshaphat","M",,,,
1725,"Joshaviah","M",,,,
1726,"Joshbekashah","M",,,,
1727,"Joshua","M","1321 BC","1211 BC",,"Timnath-serah , Ephraim, Cannan"
1728,"Joshua","M",,,,
1729,"Joshua","M",,,,
1730,"Josiah","M","0648 BC","0609 BC","Jerusalem","Jerusalem"
1731,"Josiah","M",,,,
1732,"Josibiah","M",,,,
1733,"Josiphiah","M",,,,
1734,"Jotham","M",,,,
1735,"Jotham","M",,"0734 BC","Jerusalem","Jerusalem"
1736,"Jotham","M",,,,
1737,"Jozabad","M",,,,
1738,"Jozabad","M",,,,
1739,"Jozabad","M",,,,
1740,"Jozabad","M",,,,
1741,"Jozabad","M",,,,
1742,"Jozabad","M",,,,
1743,"Jozabad","M",,,,
1744,"Jozabad","M",,,,
1745,"Jozabad","M",,,,
1746,"Zabad","M",,,,
1747,"Jozadak","M",,,,
1748,"Jubal","M",,,,
1749,"Juda","M",,,,
1750,"Juda","M",,,,
1751,"Judah","M","1774 BC",,,
1752,"Judah","M",,,,
1753,"Judah","M",,,,
1754,"Judah","M",,,,
1755,"Judah","M",,,,
1756,"Jude","M",,,,
1757,"Judas","M",,,,
1758,"Judas","M",,,,
1759,"Judas","M",,,,
1760,"Judas","M",,,,
1761,"Aholibamah","F",,,,
1762,"Julia","F",,,,
1763,"Julius","M",,,,
1764,"Junia","F",,,,
1765,"Jushab-hesed","M",,,,
1766,"Justus","M",,,,
1767,"Kadmiel","M",,,,
1768,"Kallai","M",,,,
1769,"Kedar","M",,,,
1770,"Kedemah","M",,,,
1771,"Kelaiah","M",,,,
1772,"Kelita","M",,,,
1773,"Kemuel","M",,,,
1774,"Kemuel","M",,,,
1775,"Kemuel","M",,,,
1776,"Kenaz","M",,,,
1777,"Kenaz","M",,,,
1778,"Kenaz","M",,,,
1779,"Kenaz","M",,,,
1780,"Keren-happuch","F",,,,
1781,"Keros","M",,,,
1782,"Keturah","F",,,,
1783,"Kezia","M",,,,
1784,"Kish","M",,,,
1785,"Kish","M",,,,
1786,"Kish","M",,,,
1787,"Kish","M",,,,
1788,"Kishi","M",,,,
1789,"Kittim","M",,,,
1790,"Kohath","M",,,,
1791,"Kolaiah","M",,,,
1792,"Kolaiah","M",,,,
1793,"Korah","M",,,,
1794,"Korah","M",,,,
1795,"Korah","M",,,,
1796,"Korah","M",,,,
1797,"Kore","M",,,,
1798,"Kore","M",,,,
1799,"Koz","M",,,,
1800,"Koz","M",,,,
1801,"Laadah","M",,,,
1802,"Laadan","M",,,,
1803,"Laban","M",,,,
1804,"Lael","M",,,,
1805,"Lahad","M",,,,
